"","island","sitename","depthname","quad","species","colony","depth","allfates","fate_t","year","asize","psize","yearNext","asizeNext","psizeNext","survIPM","fateIPM","fec1","spcover","allcover","twoyear","site","trans","utrans","uquad","uyear","tyear","ucolony","fyear","fyearNext","Pgrowth","Pfuse","Pfiss","Psurv","fate","size","sizeNext","size2","grArea","spcoverD"
"5523","Ma","Molo","13m","Q4","MC","17",13,"S","S",2000,78.967284,73.42549,2001,62.377516,57.012692,1,"growth",0,807.747015,1807.144324,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2000","Molokini.13m.2000","Molokini.13m.Q4.MC.17","2000","2001",1,0,0,1,"growth",4.36903364011065,4.13320488993153,19.0884549484185,-0.235828750179121,-0.348710467921956
"5598","Ma","Molo","07m","Q1","MC","01",7,"SS","S",2001,4.523008,10.898698,2002,0.818939,3.919273,1,"growth",0,36.942848,1830.46208,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q1","Molokini.07m.Q1.2001","Molokini.07m.2001","Molokini.07m.Q1.MC.01","2001","2002",1,0,0,1,"growth",1.50917725923171,-0.199745678977402,2.27761599978212,-1.70892293820911,-0.853989928745233
"5599","Ma","Molo","07m","Q1","MC","02",7,"SS","S",2001,11.092992,17.491754,2002,9.830385,16.746866,1,"growth",0,36.942848,1830.46208,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q1","Molokini.07m.Q1.2001","Molokini.07m.2001","Molokini.07m.Q1.MC.02","2001","2002",1,0,0,1,"growth",2.40631355758075,2.28547809921104,5.79034493739691,-0.12083545836971,-0.853989928745233
"5600","Ma","Molo","07m","Q1","MC","03",7,"SS","S",2001,21.326848,29.045429,2002,30.326743,45.144659,1,"growth",0,36.942848,1830.46208,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q1","Molokini.07m.Q1.2001","Molokini.07m.2001","Molokini.07m.Q1.MC.03","2001","2002",1,0,0,1,"growth",3.0599667484742,3.41202993050729,9.36339650176774,0.352063182033097,-0.853989928745233
"5669","Ma","Molo","07m","Q2","MC","02",7,"SS","S",2001,23.165453,35.864619,2002,24.163265,33.66648,1,"growth",0,77.976067,2195.150887,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q2","Molokini.07m.Q2.2001","Molokini.07m.2001","Molokini.07m.Q2.MC.02","2001","2002",1,0,0,1,"growth",3.1426620740411,3.18483350466441,9.87632491161633,0.042171430623302,-0.691813389730091
"5670","Ma","Molo","07m","Q2","MC","03",7,"US","S",2001,20.270552,28.155382,2002,21.993927,30.897534,1,"growth",0,77.976067,2195.150887,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q2","Molokini.07m.Q2.2001","Molokini.07m.2001","Molokini.07m.Q2.MC.03","2001","2002",1,0,0,1,"growth",3.00916919245621,3.09076636979621,9.05509922882758,0.0815971773399981,-0.691813389730091
"5671","Ma","Molo","07m","Q2","MC","05",7,"SS","S",2001,10.10718,14.41053,2002,19.791823,22.494752,1,"growth",0,77.976067,2195.150887,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q2","Molokini.07m.Q2.2001","Molokini.07m.2001","Molokini.07m.Q2.MC.05","2001","2002",1,0,0,1,"growth",2.31324606237294,2.98526887260287,5.35110734508392,0.672022810229925,-0.691813389730091
"5672","Ma","Molo","07m","Q2","MC","06",7,"IS","S",2001,7.681582,19.641987,2002,7.509074,20.852351,1,"growth",0,77.976067,2195.150887,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q2","Molokini.07m.Q2.2001","Molokini.07m.2001","Molokini.07m.Q2.MC.06","2001","2002",1,0,0,1,"growth",2.03882551552997,2.01611215591005,4.15680948277606,-0.022713359619927,-0.691813389730091
"5675","Ma","Molo","07m","Q2","MC","07",7,"RS","S",2001,7.478668,11.276242,2002,12.27145,16.558855,1,"growth",0,77.976067,2195.150887,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q2","Molokini.07m.Q2.2001","Molokini.07m.2001","Molokini.07m.Q2.MC.07","2001","2002",1,0,0,1,"growth",2.01205470126286,2.5072754261499,4.04836412087399,0.495220724887038,-0.691813389730091
"5725","Ma","Molo","07m","Q3","MC","04",7,"SS","S",2001,6.671161,13.410839,2002,2.858889,11.187412,1,"growth",0,651.101328,2120.57257,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q3","Molokini.07m.Q3.2001","Molokini.07m.2001","Molokini.07m.Q3.MC.04","2001","2002",1,0,0,1,"growth",1.89779390774885,1.05043308782257,3.60162171628864,-0.847360819926277,1.57336281424089
"5726","Ma","Molo","07m","Q3","MC","05",7,"SS","S",2001,5.283627,11.623459,2002,23.493333,27.50562,1,"growth",0,651.101328,2120.57257,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q3","Molokini.07m.Q3.2001","Molokini.07m.2001","Molokini.07m.Q3.MC.05","2001","2002",1,0,0,1,"growth",1.66461279370668,3.15671667877139,2.77093575297197,1.49210388506471,1.57336281424089
"5728","Ma","Molo","07m","Q3","MC","07",7,"SS","S",2001,1.06709,4.66495,2002,15.832222,21.392388,1,"growth",0,651.101328,2120.57257,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q3","Molokini.07m.Q3.2001","Molokini.07m.2001","Molokini.07m.Q3.MC.07","2001","2002",1,0,0,1,"growth",0.0649353174035195,2.76204723043541,0.00421659544629582,2.69711191303189,1.57336281424089
"5729","Ma","Molo","07m","Q3","MC","08",7,"SS","S",2001,5.295261,11.720343,2002,11.418889,18.407464,1,"growth",0,651.101328,2120.57257,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q3","Molokini.07m.Q3.2001","Molokini.07m.2001","Molokini.07m.Q3.MC.08","2001","2002",1,0,0,1,"growth",1.66681226962327,2.43526891403123,2.77826314216668,0.768456644407956,1.57336281424089
"5802","Ma","Molo","07m","Q4","MC","01",7,"SS","S",2001,42.31238,34.546295,2002,42.845161,42.367299,1,"growth",0,176.830193,2213.139821,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q4","Molokini.07m.Q4.2001","Molokini.07m.2001","Molokini.07m.Q4.MC.01","2001","2002",1,0,0,1,"growth",3.74507971462711,3.75759270984538,14.0256220689115,0.0125129952182658,-0.301109944746972
"5803","Ma","Molo","07m","Q4","MC","02",7,"SS","S",2001,88.798995,55.194246,2002,87.313162,60.10695,1,"growth",0,176.830193,2213.139821,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q4","Molokini.07m.Q4.2001","Molokini.07m.2001","Molokini.07m.Q4.MC.02","2001","2002",1,0,0,1,"growth",4.48637533236651,4.46950121894978,20.1275636228667,-0.0168741134167292,-0.301109944746972
"5807","Ma","Molo","07m","Q4","MC","05",7,"SS","S",2001,3.955318,8.398647,2002,4.169114,9.541923,1,"growth",0,176.830193,2213.139821,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q4","Molokini.07m.Q4.2001","Molokini.07m.2001","Molokini.07m.Q4.MC.05","2001","2002",1,0,0,1,"growth",1.37506100253855,1.42770354321178,1.89079276070231,0.0526425406732306,-0.301109944746972
"5843","Ma","Molo","07m","Q5","MC","01",7,"RS","S",2001,24.051599,41.568117,2002,28.085513,34.587242,1,"growth",0,156.303144,2388.178402,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q5","Molokini.07m.Q5.2001","Molokini.07m.2001","Molokini.07m.Q5.MC.01","2001","2002",1,0,0,1,"growth",3.18020148082813,3.33525389179586,10.1136814586614,0.155052410967727,-0.382239474531467
"5844","Ma","Molo","07m","Q5","MC","02",7,"RS","S",2001,1.61677,6.150471,2002,5.541698,12.521829,1,"growth",0,156.303144,2388.178402,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q5","Molokini.07m.Q5.2001","Molokini.07m.2001","Molokini.07m.Q5.MC.02","2001","2002",1,0,0,1,"growth",0.480430331764417,1.71230095199316,0.230813303679268,1.23187062022874,-0.382239474531467
"5851","Ma","Molo","07m","Q5","MC","09",7,"RS","S",2001,7.586133,14.583925,2002,9.154566,14.980259,1,"growth",0,156.303144,2388.178402,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q5","Molokini.07m.Q5.2001","Molokini.07m.2001","Molokini.07m.Q5.MC.09","2001","2002",1,0,0,1,"growth",2.02632197540935,2.2142527712136,4.10598074802687,0.187930795804244,-0.382239474531467
"5865","Ma","Molo","13m","Q1","MC","05",13,"SS","S",2001,22.821392,28.24099,2002,16.956732,22.234637,1,"growth",0,822.196299,2835.386654,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q1","Molokini.13m.Q1.2001","Molokini.13m.2001","Molokini.13m.Q1.MC.05","2001","2002",1,0,0,1,"growth",3.12769834169713,2.83066492311766,9.78249691665501,-0.297033418579472,-0.33705995453043
"5867","Ma","Molo","13m","Q1","MC","07",13,"SS","S",2001,15.054709,20.143929,2002,12.766461,16.522329,1,"growth",0,822.196299,2835.386654,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q1","Molokini.13m.Q1.2001","Molokini.13m.2001","Molokini.13m.Q1.MC.07","2001","2002",1,0,0,1,"growth",2.71169083262035,2.54682149772815,7.35326717171725,-0.164869334892197,-0.33705995453043
"5874","Ma","Molo","13m","Q2","MC","01",13,"IS","S",2001,468.909258,209.301563,2002,471.01593,219.909232,1,"growth",0,943.261069,2827.02747,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q2","Molokini.13m.Q2.2001","Molokini.13m.2001","Molokini.13m.Q2.MC.01","2001","2002",1,0,0,1,"growth",6.15040926998252,6.15489191510053,37.8275341882869,0.00448264511800671,-0.239444963771924
"5875","Ma","Molo","13m","Q2","MC","01a",13,"IS","S",2001,7.417555,14.083284,2002,2.115143,7.18384,1,"growth",0,943.261069,2827.02747,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q2","Molokini.13m.Q2.2001","Molokini.13m.2001","Molokini.13m.Q2.MC.01a","2001","2002",1,0,0,1,"growth",2.00384948805255,0.749122422505778,4.01541277076848,-1.25472706554677,-0.239444963771924
"5876","Ma","Molo","13m","Q2","MC","02",13,"SS","S",2001,106.648965,65.251195,2002,98.918897,81.118196,1,"growth",0,943.261069,2827.02747,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q2","Molokini.13m.Q2.2001","Molokini.13m.2001","Molokini.13m.Q2.MC.02","2001","2002",1,0,0,1,"growth",4.66954274022892,4.59430029216646,21.8046294028246,-0.0752424480624556,-0.239444963771924
"5877","Ma","Molo","13m","Q2","MC","03",13,"SS","S",2001,36.865193,33.648769,2002,59.34457,37.950727,1,"growth",0,943.261069,2827.02747,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q2","Molokini.13m.Q2.2001","Molokini.13m.2001","Molokini.13m.Q2.MC.03","2001","2002",1,0,0,1,"growth",3.60726782674596,4.08336062571594,13.0123811738765,0.476092798969974,-0.239444963771924
"5878","Ma","Molo","13m","Q2","MC","04",13,"SS","S",2001,7.472919,12.069856,2002,10.626479,16.607075,1,"growth",0,943.261069,2827.02747,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q2","Molokini.13m.Q2.2001","Molokini.13m.2001","Molokini.13m.Q2.MC.04","2001","2002",1,0,0,1,"growth",2.01128568586894,2.36334890512306,4.04527011018128,0.352063219254123,-0.239444963771924
"5879","Ma","Molo","13m","Q2","MC","05",13,"US","S",2001,162.756867,99.467414,2002,172.861128,154.448649,1,"growth",0,943.261069,2827.02747,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q2","Molokini.13m.Q2.2001","Molokini.13m.2001","Molokini.13m.Q2.MC.05","2001","2002",1,0,0,1,"growth",5.09225747374694,5.15248854381518,25.9310861789316,0.0602310700682332,-0.239444963771924
"5896","Ma","Molo","13m","Q3","MC","01",13,"SS","S",2001,894.812985,235.762615,2002,1109.781097,236.197477,1,"growth",0,1859.912668,2756.155129,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q3","Molokini.13m.Q3.2001","Molokini.13m.2001","Molokini.13m.Q3.MC.01","2001","2002",1,0,0,1,"growth",6.79661474113339,7.01191806494804,46.1939719393917,0.215303323814648,0.499654754215026
"5932","Ma","Molo","13m","Q4","MC","04",13,"SS","S",2001,50.786244,38.27502,2002,60.169661,42.598537,1,"growth",0,1053.735755,2218.635408,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2001","Molokini.13m.2001","Molokini.13m.Q4.MC.04","2001","2002",1,0,0,1,"growth",3.92762553051333,4.09716825517949,15.4262423079401,0.16954272466616,-0.150368798567638
"5938","Ma","Molo","13m","Q4","MC","08",13,"SS","S",2001,104.379069,61.379062,2002,59.438563,39.576628,1,"growth",0,1053.735755,2218.635408,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2001","Molokini.13m.2001","Molokini.13m.Q4.MC.08","2001","2002",1,0,0,1,"growth",4.64802916684228,4.08494322447797,21.6041751358166,-0.563085942364316,-0.150368798567638
"5939","Ma","Molo","13m","Q4","MC","09",13,"US","S",2001,157.333522,99.108981,2002,270.343283,138.271508,1,"growth",0,1053.735755,2218.635408,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2001","Molokini.13m.2001","Molokini.13m.Q4.MC.09","2001","2002",1,0,0,1,"growth",5.05836789606927,5.5996925699488,25.5870857719842,0.541324673879532,-0.150368798567638
"5940","Ma","Molo","13m","Q4","MC","12",13,"SS","S",2001,2.73766,7.890834,2002,0.761697,3.592365,1,"growth",0,1053.735755,2218.635408,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2001","Molokini.13m.2001","Molokini.13m.Q4.MC.12","2001","2002",1,0,0,1,"growth",1.00710354092322,-0.272206440169638,1.01425754214008,-1.27930998109285,-0.150368798567638
"5941","Ma","Molo","13m","Q4","MC","15",13,"SS","S",2001,102.095615,53.40276,2002,108.025408,74.848806,1,"growth",0,1053.735755,2218.635408,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2001","Molokini.13m.2001","Molokini.13m.Q4.MC.15","2001","2002",1,0,0,1,"growth",4.62590977615822,4.68236645871436,21.3990412571562,0.0564566825561425,-0.150368798567638
"5942","Ma","Molo","13m","Q4","MC","16",13,"SS","S",2001,38.554339,35.833763,2002,50.54081,42.618757,1,"growth",0,1053.735755,2218.635408,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2001","Molokini.13m.2001","Molokini.13m.Q4.MC.16","2001","2002",1,0,0,1,"growth",3.6520686487987,3.922781128741,13.3376054155384,0.270712479942295,-0.150368798567638
"5943","Ma","Molo","13m","Q4","MC","17",13,"SS","S",2001,62.377516,57.012692,2002,62.251486,48.225301,1,"growth",0,1053.735755,2218.635408,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2001","Molokini.13m.2001","Molokini.13m.Q4.MC.17","2001","2002",1,0,0,1,"growth",4.13320488993153,4.13118240654584,17.0833826621539,-0.00202248338568628,-0.150368798567638
"5965","Ma","Molo","13m","Q5","MC","01",13,"IS","S",2001,428.181111,167.606158,2002,500.578922,149.896056,1,"growth",0,1722.843333,2492.621113,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q5","Molokini.13m.Q5.2001","Molokini.13m.2001","Molokini.13m.Q5.MC.01","2001","2002",1,0,0,1,"growth",6.05954626261837,6.21576527263778,36.7181009088123,0.156219010019409,0.389135220999049
"5966","Ma","Molo","13m","Q5","MC","01a",13,"IS","S",2001,406.203333,146.272012,2002,557.662455,174.203516,1,"growth",0,1722.843333,2492.621113,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q5","Molokini.13m.Q5.2001","Molokini.13m.2001","Molokini.13m.Q5.MC.01a","2001","2002",1,0,0,1,"growth",6.0068538544302,6.32375385998894,36.0822932284829,0.316900005558742,0.389135220999049
"6010","Ma","Molo","07m","Q1","MC","02",7,"SSS","S",2002,9.830385,16.746866,2003,10.230583,15.051179,1,"growth",0,40.976067,1853.043579,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q1","Molokini.07m.Q1.2002","Molokini.07m.2002","Molokini.07m.Q1.MC.02","2002","2003",1,0,0,1,"growth",2.28547809921104,2.32538156758702,5.22341014197329,0.0399034683759853,-0.838049344154243
"6071","Ma","Molo","07m","Q2","MC","02",7,"SSS","S",2002,24.163265,33.66648,2003,27.019896,47.4482,1,"growth",0,90.168773,2324.88666,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q2","Molokini.07m.Q2.2002","Molokini.07m.2002","Molokini.07m.Q2.MC.02","2002","2003",1,0,0,1,"growth",3.18483350466441,3.29657348352391,10.143164452433,0.1117399788595,-0.643623876245683
"6072","Ma","Molo","07m","Q2","MC","03",7,"USS","S",2002,21.993927,30.897534,2003,26.979708,37.945776,1,"growth",0,90.168773,2324.88666,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q2","Molokini.07m.Q2.2002","Molokini.07m.2002","Molokini.07m.Q2.MC.03","2002","2003",1,0,0,1,"growth",3.09076636979621,3.29508502788932,9.55283675266325,0.204318658093104,-0.643623876245683
"6073","Ma","Molo","07m","Q2","MC","05",7,"SSS","S",2002,19.791823,22.494752,2003,33.773547,33.905645,1,"growth",0,90.168773,2324.88666,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q2","Molokini.07m.Q2.2002","Molokini.07m.2002","Molokini.07m.Q2.MC.05","2002","2003",1,0,0,1,"growth",2.98526887260287,3.51967786293568,8.91183024173159,0.534408990332813,-0.643623876245683
"6074","Ma","Molo","07m","Q2","MC","06",7,"ISS","S",2002,7.509074,20.852351,2003,11.395333,26.387358,1,"growth",0,90.168773,2324.88666,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q2","Molokini.07m.Q2.2002","Molokini.07m.2002","Molokini.07m.Q2.MC.06","2002","2003",1,0,0,1,"growth",2.01611215591005,2.43320388561423,4.06470822520825,0.41709172970418,-0.643623876245683
"6075","Ma","Molo","07m","Q2","MC","06a",7,"IIS","S",2002,3.838147,8.56817,2003,2.837464,8.197549,1,"growth",0,90.168773,2324.88666,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q2","Molokini.07m.Q2.2002","Molokini.07m.2002","Molokini.07m.Q2.MC.06a","2002","2003",1,0,0,1,"growth",1.34498969805058,1.04291069550237,1.80899728786218,-0.302079002548209,-0.643623876245683
"6077","Ma","Molo","07m","Q2","MC","07",7,"RSS","S",2002,12.27145,16.558855,2003,20.987507,22.735556,1,"growth",0,90.168773,2324.88666,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q2","Molokini.07m.Q2.2002","Molokini.07m.2002","Molokini.07m.Q2.MC.07","2002","2003",1,0,0,1,"growth",2.5072754261499,3.04392735593547,6.28643006257517,0.536651929785565,-0.643623876245683
"6130","Ma","Molo","07m","Q3","MC","02",7,"SUS","S",2002,832.658889,142.412669,2003,911.046395,213.268629,1,"growth",0,886.262222,2290.324442,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q3","Molokini.07m.Q3.2002","Molokini.07m.2002","Molokini.07m.Q3.MC.02","2002","2003",1,0,0,1,"growth",6.72462406130125,6.81459382351534,45.2205687658317,0.089969762214084,2.50279464606054
"6131","Ma","Molo","07m","Q3","MC","04",7,"SSS","S",2002,2.858889,11.187412,2003,5.066309,16.497805,1,"growth",0,886.262222,2290.324442,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q3","Molokini.07m.Q3.2002","Molokini.07m.2002","Molokini.07m.Q3.MC.04","2002","2003",1,0,0,1,"growth",1.05043308782257,1.62261254458712,1.10340967199246,0.572179456764547,2.50279464606054
"6134","Ma","Molo","07m","Q3","MC","08",7,"SSS","S",2002,11.418889,18.407464,2003,16.963774,24.246319,1,"growth",0,886.262222,2290.324442,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q3","Molokini.07m.Q3.2002","Molokini.07m.2002","Molokini.07m.Q3.MC.08","2002","2003",1,0,0,1,"growth",2.43526891403123,2.83108012919396,5.93053468364684,0.395811215162734,2.50279464606054
"6203","Ma","Molo","07m","Q4","MC","03",7,"SUS","S",2002,55.990711,56.582362,2003,59.513968,39.922109,1,"growth",0,190.318148,2038.807187,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q4","Molokini.07m.Q4.2002","Molokini.07m.2002","Molokini.07m.Q4.MC.03","2002","2003",1,0,0,1,"growth",4.02518580197637,4.08621104130316,16.2021207404322,0.0610252393267862,-0.247801188729269
"6204","Ma","Molo","07m","Q4","MC","05",7,"SSS","S",2002,4.169114,9.541923,2003,8.293423,13.527375,1,"growth",0,190.318148,2038.807187,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q4","Molokini.07m.Q4.2002","Molokini.07m.2002","Molokini.07m.Q4.MC.05","2002","2003",1,0,0,1,"growth",1.42770354321178,2.11546279104153,2.03833740729946,0.687759247829751,-0.247801188729269
"6239","Ma","Molo","07m","Q5","MC","03",7,"RUS","S",2002,85.178881,56.694186,2003,195.188578,110.391063,1,"growth",0,175.7716,2426.893244,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q5","Molokini.07m.Q5.2002","Molokini.07m.2002","Molokini.07m.Q5.MC.03","2002","2003",1,0,0,1,"growth",4.44475352752218,5.2739661579227,19.7558339204209,0.829212630400514,-0.305293846306478
"6242","Ma","Molo","07m","Q5","MC","09",7,"RSS","S",2002,9.154566,14.980259,2003,14.244431,21.42223,1,"growth",0,175.7716,2426.893244,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q5","Molokini.07m.Q5.2002","Molokini.07m.2002","Molokini.07m.Q5.MC.09","2002","2003",1,0,0,1,"growth",2.2142527712136,2.65636602331215,4.9029153348271,0.442113252098553,-0.305293846306478
"6243","Ma","Molo","07m","Q5","MC","10",7,"RS","S",2002,12.236323,25.019309,2003,17.061802,24.021149,1,"growth",0,175.7716,2426.893244,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q5","Molokini.07m.Q5.2002","Molokini.07m.2002","Molokini.07m.Q5.MC.10","2002","2003",1,0,0,1,"growth",2.50440882345578,2.8368421636835,6.27206355500315,0.332433340227721,-0.305293846306478
"6252","Ma","Molo","13m","Q1","MC","01",13,"SUS","S",2002,525.59097,208.631572,2003,260.873959,89.747134,1,"growth",0,887.806504,2795.829078,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q1","Molokini.13m.Q1.2002","Molokini.13m.2002","Molokini.13m.Q1.MC.01","2002","2003",1,0,0,1,"growth",6.26452328665752,5.56403737497254,39.2442520090743,-0.700485911684983,-0.284158193310063
"6253","Ma","Molo","13m","Q1","MC","05",13,"SSS","S",2002,16.956732,22.234637,2003,20.782585,27.132898,1,"growth",0,887.806504,2795.829078,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q1","Molokini.13m.Q1.2002","Molokini.13m.2002","Molokini.13m.Q1.MC.05","2002","2003",1,0,0,1,"growth",2.83066492311766,3.03411537639429,8.01266390696872,0.203450453276629,-0.284158193310063
"6255","Ma","Molo","13m","Q1","MC","09",13,"SUS","S",2002,332.492341,251.055201,2003,434.318732,244.579357,1,"growth",0,887.806504,2795.829078,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q1","Molokini.13m.Q1.2002","Molokini.13m.2002","Molokini.13m.Q1.MC.09","2002","2003",1,0,0,1,"growth",5.80661682524414,6.07377867008658,33.7167989552084,0.267161844842437,-0.284158193310063
"6259","Ma","Molo","13m","Q2","MC","01",13,"ISS","S",2002,471.01593,219.909232,2003,467.187315,232.12811,1,"growth",0,945.977659,2602.751273,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q2","Molokini.13m.Q2.2002","Molokini.13m.2002","Molokini.13m.Q2.MC.01","2002","2003",1,0,0,1,"growth",6.15489191510053,6.14673028003241,37.8826944865699,-0.00816163506812399,-0.237254566782406
"6260","Ma","Molo","13m","Q2","MC","01a",13,"ISS","S",2002,2.115143,7.18384,2003,1.391024,6.1299,1,"growth",0,945.977659,2602.751273,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q2","Molokini.13m.Q2.2002","Molokini.13m.2002","Molokini.13m.Q2.MC.01a","2002","2003",1,0,0,1,"growth",0.749122422505778,0.330040166566724,0.561184403900925,-0.419082255939053,-0.237254566782406
"6287","Ma","Molo","13m","Q3","MC","01",13,"SSS","S",2002,1109.781097,236.197477,2003,1277.274346,219.756436,1,"growth",0,1837.491525,2745.605285,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q3","Molokini.13m.Q3.2002","Molokini.13m.2002","Molokini.13m.Q3.MC.01","2002","2003",1,0,0,1,"growth",7.01191806494804,7.15248366929368,49.1669949495446,0.14056560434564,0.481576500180098
"6295","Ma","Molo","13m","Q3","MC","07",13,"SUS","S",2002,31.061189,32.030804,2003,25.885665,26.033798,1,"growth",0,1837.491525,2745.605285,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q3","Molokini.13m.Q3.2002","Molokini.13m.2002","Molokini.13m.Q3.MC.07","2002","2003",1,0,0,1,"growth",3.43595909773479,3.25368934057824,11.8058149213065,-0.18226975715655,0.481576500180098
"6311","Ma","Molo","13m","Q4","MC","01",13,"SUS","S",2002,445.624206,130.567299,2003,470.535877,139.383038,1,"growth",0,1139.995357,2142.560754,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2002","Molokini.13m.2002","Molokini.13m.Q4.MC.01","2002","2003",1,0,0,1,"growth",6.09947600939979,6.15387220904075,37.2036075892436,0.0543961996409589,-0.0808173489422644
"6312","Ma","Molo","13m","Q4","MC","04",13,"SSS","S",2002,60.169661,42.598537,2003,61.279226,51.548462,1,"growth",0,1139.995357,2142.560754,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2002","Molokini.13m.2002","Molokini.13m.Q4.MC.04","2002","2003",1,0,0,1,"growth",4.09716825517949,4.11544089480427,16.7867877112506,0.0182726396247732,-0.0808173489422644
"6313","Ma","Molo","13m","Q4","MC","05",13,"SIS","S",2002,6.948159,13.370274,2003,10.908895,26.036268,1,"growth",0,1139.995357,2142.560754,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2002","Molokini.13m.2002","Molokini.13m.Q4.MC.05","2002","2003",1,0,0,1,"growth",1.93847673240026,2.38957851148909,3.75769204205721,0.451101779088825,-0.0808173489422644
"6316","Ma","Molo","13m","Q4","MC","06",13,"SUS","S",2002,51.968035,40.127956,2003,36.953507,42.518254,1,"growth",0,1139.995357,2142.560754,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2002","Molokini.13m.2002","Molokini.13m.Q4.MC.06","2002","2003",1,0,0,1,"growth",3.95062881803037,3.60966055493365,15.607468057852,-0.340968263096716,-0.0808173489422644
"6317","Ma","Molo","13m","Q4","MC","08",13,"SSS","S",2002,59.438563,39.576628,2003,76.495566,48.936811,1,"growth",0,1139.995357,2142.560754,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2002","Molokini.13m.2002","Molokini.13m.Q4.MC.08","2002","2003",1,0,0,1,"growth",4.08494322447797,4.33723277836839,16.6867611472085,0.252289553890417,-0.0808173489422644
"6318","Ma","Molo","13m","Q4","MC","09",13,"USS","S",2002,270.343283,138.271508,2003,306.608976,142.407903,1,"growth",0,1139.995357,2142.560754,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2002","Molokini.13m.2002","Molokini.13m.Q4.MC.09","2002","2003",1,0,0,1,"growth",5.5996925699488,5.72557324193873,31.3565568779398,0.125880671989931,-0.0808173489422644
